| Agent    0 | Location(x,y) = (  41,  67) in Environment -   DerivENV | High-Level-State 0
| Agent  145 | Location (x,y) = ( 189,  56) in Environment -   DerivENV | High-Level-State 1
| Agent  144 | Location (x,y) = ( 284,  84) in Environment -   DerivENV | High-Level-State 1
| Agent  143 | Location (x,y) = ( 159,   4) in Environment -   DerivENV | High-Level-State 1
| Agent  142 | Location (x,y) = ( 223,  79) in Environment -   DerivENV | High-Level-State 1
| Agent  141 | Location (x,y) = ( 368,  99) in Environment -   DerivENV | High-Level-State 1
| Agent  140 | Location (x,y) = ( 194,  56) in Environment -   DerivENV | High-Level-State 1
| Agent  139 | Location (x,y) = ( 357,  63) in Environment -   DerivENV | High-Level-State 1
| Agent  138 | Location (x,y) = ( 178,  52) in Environment -   DerivENV | High-Level-State 1
| Agent  137 | Location (x,y) = ( 390,  64) in Environment -   DerivENV | High-Level-State 1
| Agent  136 | Location (x,y) = (  14,  62) in Environment -   DerivENV | High-Level-State 1
| Agent  135 | Location (x,y) = ( 127,  90) in Environment -   DerivENV | High-Level-State 1
| Agent  134 | Location (x,y) = ( 385,  88) in Environment -   DerivENV | High-Level-State 1
| Agent  133 | Location (x,y) = ( 330,  36) in Environment -   DerivENV | High-Level-State 1
| Agent  132 | Location (x,y) = ( 223,  26) in Environment -   DerivENV | High-Level-State 1
| Agent  131 | Location (x,y) = ( 176,  12) in Environment -   DerivENV | High-Level-State 1
| Agent  130 | Location (x,y) = (  71,  59) in Environment -   DerivENV | High-Level-State 1
| Agent  129 | Location (x,y) = (  43,  10) in Environment -   DerivENV | High-Level-State 1
| Agent  128 | Location (x,y) = ( 164,  59) in Environment -   DerivENV | High-Level-State 1
| Agent  127 | Location (x,y) = (  96,  13) in Environment -   DerivENV | High-Level-State 1
| Agent  126 | Location (x,y) = (  17,  80) in Environment -   DerivENV | High-Level-State 1
| Agent  125 | Location (x,y) = ( 101,   7) in Environment -   DerivENV | High-Level-State 1
| Agent  124 | Location (x,y) = ( 169,  34) in Environment -   DerivENV | High-Level-State 1
| Agent  123 | Location (x,y) = ( 345,   0) in Environment -   DerivENV | High-Level-State 1
| Agent  122 | Location (x,y) = ( 327,  25) in Environment -   DerivENV | High-Level-State 1
| Agent  121 | Location (x,y) = ( 211,  92) in Environment -   DerivENV | High-Level-State 1
| Agent  120 | Location (x,y) = ( 349,  41) in Environment -   DerivENV | High-Level-State 1
| Agent  119 | Location (x,y) = (  28,  89) in Environment -   DerivENV | High-Level-State 1
| Agent  118 | Location (x,y) = (  59,  40) in Environment -   DerivENV | High-Level-State 1
| Agent  117 | Location (x,y) = ( 216,  88) in Environment -   DerivENV | High-Level-State 1
| Agent  116 | Location (x,y) = ( 360,  13) in Environment -   DerivENV | High-Level-State 1
| Agent  115 | Location (x,y) = ( 230,  52) in Environment -   DerivENV | High-Level-State 1
| Agent  114 | Location (x,y) = ( 347,  83) in Environment -   DerivENV | High-Level-State 1
| Agent  113 | Location (x,y) = ( 247,  23) in Environment -   DerivENV | High-Level-State 1
| Agent  112 | Location (x,y) = ( 349,  14) in Environment -   DerivENV | High-Level-State 1
| Agent  111 | Location (x,y) = ( 296,   6) in Environment -   DerivENV | High-Level-State 1
| Agent  110 | Location (x,y) = ( 315,  10) in Environment -   DerivENV | High-Level-State 1
| Agent  109 | Location (x,y) = ( 331,  85) in Environment -   DerivENV | High-Level-State 1
| Agent  108 | Location (x,y) = ( 239,  66) in Environment -   DerivENV | High-Level-State 1
| Agent  107 | Location (x,y) = ( 112,   8) in Environment -   DerivENV | High-Level-State 1
| Agent  106 | Location (x,y) = ( 130,  92) in Environment -   DerivENV | High-Level-State 1
| Agent  105 | Location (x,y) = ( 291,  29) in Environment -   DerivENV | High-Level-State 1
| Agent  104 | Location (x,y) = ( 304,  48) in Environment -   DerivENV | High-Level-State 1
| Agent  103 | Location (x,y) = ( 242,  37) in Environment -   DerivENV | High-Level-State 1
| Agent  102 | Location (x,y) = ( 257,  55) in Environment -   DerivENV | High-Level-State 1
| Agent  101 | Location (x,y) = ( 209,  46) in Environment -   DerivENV | High-Level-State 1
| Agent  100 | Location (x,y) = ( 285,  68) in Environment -   DerivENV | High-Level-State 1
| Agent   99 | Location (x,y) = ( 134,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = ( 129,  75) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 334,   0) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = (  59,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 241,  47) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = ( 353,  30) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 255,  51) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = ( 261,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   91 | Location (x,y) = ( 324,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 123,  66) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = (  41,  11) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = ( 339,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = (  19,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   86 | Location (x,y) = ( 328,  88) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 218,  87) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = ( 196,  28) in Environment -   DerivENV | High-Level-State 1
| Agent   83 | Location (x,y) = ( 358,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   82 | Location (x,y) = (  12,  56) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = ( 387,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 344,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = (  20,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = ( 268,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = (  33,  92) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 151,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = ( 352,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = ( 260,  15) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = (  38,  59) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = ( 292,  48) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 266,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = ( 323,  56) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 131,  95) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = ( 318,  29) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = ( 114,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = ( 149,  60) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = (  71,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = ( 255,  85) in Environment -   DerivENV | High-Level-State 1
| Agent   63 | Location (x,y) = ( 380,  70) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = (  78,   8) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = ( 373,  35) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 372,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = (  42,  17) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = ( 135,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 376,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = ( 269,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 195,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = ( 296,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   53 | Location (x,y) = (  28,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = (  42,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = (  97,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 369,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = (  57,  47) in Environment -   DerivENV | High-Level-State 1
| Agent   48 | Location (x,y) = ( 159,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 350,  11) in Environment -   DerivENV | High-Level-State 0
| Agent   46 | Location (x,y) = ( 140,  42) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = ( 234,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = ( 292,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = ( 381,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = ( 229,  42) in Environment -   DerivENV | High-Level-State 1
| Agent   41 | Location (x,y) = (  53,  13) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = ( 398,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = ( 385,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = (  29,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = ( 202,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = ( 225,  66) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = ( 254,  74) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = ( 291,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = (  60,  57) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 118,  63) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = ( 150,  51) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = ( 285,  56) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = (  17,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = ( 167,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = ( 351,  51) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = ( 147,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = (  72,  36) in Environment -   DerivENV | High-Level-State 1
| Agent   24 | Location (x,y) = ( 180,  35) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = (  84,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = ( 263,  66) in Environment -   DerivENV | High-Level-State 0
| Agent   21 | Location (x,y) = ( 345,  99) in Environment -   DerivENV | High-Level-State 1
| Agent   20 | Location (x,y) = ( 160,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = (  46,  37) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = (  16,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 112,  19) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = ( 206,   6) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = ( 346,  62) in Environment -   DerivENV | High-Level-State 1
| Agent   14 | Location (x,y) = ( 131,  70) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = ( 302,  13) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = (  27,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = ( 174,  68) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = (  41,  66) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = ( 166,  15) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = ( 186,  68) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 160,  84) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = ( 360,  23) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = ( 398,  82) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = ( 104,  91) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = ( 385,  46) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = ( 302,  86) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = (  56,  32) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = ( 231,  19) in Environment -   DerivENV | High-Level-State 0
	Tally: { S = 93 , I = 57 , R = 0 | Time 7

| Agent  149 | Location (x,y) = ( 232,  51) in Environment -   DerivENV | High-Level-State 1
| Agent  148 | Location (x,y) = ( 301,  74) in Environment -   DerivENV | High-Level-State 1
| Agent  147 | Location (x,y) = ( 366,  76) in Environment -   DerivENV | High-Level-State 1
| Agent  146 | Location (x,y) = ( 247,  25) in Environment -   DerivENV | High-Level-State 1
| Agent  145 | Location (x,y) = ( 326,  53) in Environment -   DerivENV | High-Level-State 1
| Agent  144 | Location (x,y) = ( 308,  52) in Environment -   DerivENV | High-Level-State 1
| Agent  143 | Location (x,y) = ( 186,  52) in Environment -   DerivENV | High-Level-State 1
| Agent  142 | Location (x,y) = ( 216,  61) in Environment -   DerivENV | High-Level-State 1
| Agent  141 | Location (x,y) = (  39,  68) in Environment -   DerivENV | High-Level-State 1
| Agent  140 | Location (x,y) = ( 287,  33) in Environment -   DerivENV | High-Level-State 1
| Agent  139 | Location (x,y) = ( 171,  67) in Environment -   DerivENV | High-Level-State 1
| Agent  138 | Location (x,y) = ( 262,  95) in Environment -   DerivENV | High-Level-State 1
| Agent  137 | Location (x,y) = ( 285,  75) in Environment -   DerivENV | High-Level-State 1
| Agent  136 | Location (x,y) = ( 107,  54) in Environment -   DerivENV | High-Level-State 1
| Agent  135 | Location (x,y) = ( 125,  80) in Environment -   DerivENV | High-Level-State 1
| Agent  134 | Location (x,y) = (  84,  78) in Environment -   DerivENV | High-Level-State 1
| Agent  133 | Location (x,y) = (  23,  10) in Environment -   DerivENV | High-Level-State 1
| Agent  132 | Location (x,y) = ( 172,   0) in Environment -   DerivENV | High-Level-State 1
| Agent  131 | Location (x,y) = ( 290,  85) in Environment -   DerivENV | High-Level-State 1
| Agent  130 | Location (x,y) = ( 140,  77) in Environment -   DerivENV | High-Level-State 1
| Agent  129 | Location (x,y) = ( 108,  43) in Environment -   DerivENV | High-Level-State 1
| Agent  128 | Location (x,y) = ( 202,  70) in Environment -   DerivENV | High-Level-State 1
